idx	stored	current	delta	agree	sentence
286	2073	2073	0.458636	1	At last I slid off into a light doze, and had pretty nearly made a good offing towards the land of Nod, when I heard a h
287	3052	3052	0.410913	1	Lord save me, thinks I, that must be the harpooneer, the infernal head-peddler.
288	1306	1306	0.310529	1	But I lay perfectly still, and resolved not to say a word till spoken to.
289	2528	2528	1.025589	1	Holding a light in one hand, and that identical New Zealand head in the other, the stranger entered the room, and withou
290	2761	2761	0.412710	1	I was all eagerness to see his face, but he kept it averted for some time while employed in unlacing the bag’s mouth.
291	690	690	0.157188	1	This accomplished, however, he turned round—when, good heavens!
292	541	541	0.107626	1	It was of a dark, purplish, yellow colour, here and there stuck over with large blackish looking squares.
293	1594	1594	0.207934	1	Yes, it’s just as I thought, he’s a terrible bedfellow; he’s been in a fight, got dreadfully cut, and here he is, just f
294	2874	2874	0.088682	1	But at that moment he chanced to turn his face so towards the light, that I plainly saw they could not be sticking-plast
295	1790	1790	0.208786	1	They were stains of some sort or other.
296	2373	2373	0.119427	1	At first I knew not what to make of this; but soon an inkling of the truth occurred to me.
297	2741	2741	0.156664	1	I remembered a story of a white man—a whaleman too—who, falling among the cannibals, had been tattooed by them.
298	1888	1888	0.290817	1	I concluded that this harpooneer, in the course of his distant voyages, must have met with a similar adventure.
299	690	690	0.104141	1	And what is it, thought I, after all!
300	8	8	0.116406	1	It’s only his outside; a man can be honest in any sort of skin.
301	1807	1807	0.236007	1	But then, what to make of his unearthly complexion, that part of it, I mean, lying round about, and completely independe
302	1199	1199	0.218635	1	To be sure, it might be nothing but a good coat of tropical tanning; but I never heard of a hot sun’s tanning a white ma
303	1098	1098	0.458775	1	However, I had never been in the South Seas; and perhaps the sun there produced these extraordinary effects upon the ski
304	1678	1678	0.526577	1	Now, while all these ideas were passing through me like lightning, this harpooneer never noticed me at all.
305	2874	2874	0.288524	1	But, after some difficulty having opened his bag, he commenced fumbling in it, and presently pulled out a sort of tomaha
306	1888	1888	0.204957	1	Placing these on the old chest in the middle of the room, he then took the New Zealand head—a ghastly thing enough—and c
307	2874	2874	0.176151	1	He now took off his hat—a new beaver hat—when I came nigh singing out with fresh surprise.
308	232	232	0.131477	1	There was no hair on his head—none to speak of at least—nothing but a small scalp-knot twisted up on his forehead.
309	1888	1888	0.324363	1	His bald purplish head now looked for all the world like a mildewed skull.
310	1642	1642	0.719248	1	Had not the stranger stood between me and the door, I would have bolted out of it quicker than ever I bolted a dinner.
311	273	273	0.229072	1	Even as it was, I thought something of slipping out of the window, but it was the second floor back.
312	8	8	0.156080	1	I am no coward, but what to make of this head-peddling purple rascal altogether passed my comprehension.
313	2609	2609	1.210713	1	Ignorance is the parent of fear, and being completely nonplussed and confounded about the stranger, I confess I was now 
314	1291	1291	0.043218	1	In fact, I was so afraid of him that I was not game enough just then to address him, and demand a satisfactory answer co
315	1888	1888	0.088953	1	Meanwhile, he continued the business of undressing, and at last showed his chest and arms.
316	1098	1098	0.026374	1	As I live, these covered parts of him were checkered with the same squares as his face; his back, too, was all over the 
317	2331	2331	0.037997	1	Still more, his very legs were marked, as if a parcel of dark green frogs were running up the trunks of young palms.
318	2073	2073	0.027910	1	It was now quite plain that he must be some abominable savage or other shipped aboard of a whaleman in the South Seas, a
319	1888	1888	0.464558	1	I quaked to think of it.
320	1888	1888	0.123211	1	A peddler of heads too—perhaps the heads of his own brothers.
321	1888	1888	0.062611	1	He might take a fancy to mine—heavens!
322	1790	1790	0.050255	1	But there was no time for shuddering, for now the savage went about something that completely fascinated my attention, a
323	2098	2098	0.442392	1	Going to his heavy grego, or wrapall, or dreadnaught, which he had previously hung on a chair, he fumbled in the pockets
324	392	392	0.383020	1	Remembering the embalmed head, at first I almost thought that this black manikin was a real baby preserved in some simil
325	3055	3055	0.001845	1	But seeing that it was not at all limber, and that it glistened a good deal like polished ebony, I concluded that it mus
326	2233	2233	0.011078	1	For now the savage goes up to the empty fire-place, and removing the papered fire-board, sets up this little hunch-backe
327	1888	1888	0.249283	1	The chimney jambs and all the bricks inside were very sooty, so that I thought this fire-place made a very appropriate l
328	2572	2572	0.061973	1	I now screwed my eyes hard towards the half hidden image, feeling but ill at ease meantime—to see what was next to follo
329	2451	2451	0.008033	1	First he takes about a double handful of shavings out of his grego pocket, and places them carefully before the idol; th
330	1888	1888	0.339449	1	Presently, after many hasty snatches into the fire, and still hastier withdrawals of his fingers (whereby he seemed to b
331	1821	1821	0.038522	1	But the little devil did not seem to fancy such dry sort of fare at all; he never moved his lips.
332	994	994	0.041251	1	All these strange antics were accompanied by still stranger guttural noises from the devotee, who seemed to be praying i
333	2864	2864	0.255588	1	At last extinguishing the fire, he took the idol up very unceremoniously, and bagged it again in his grego pocket as car
334	2265	2265	0.219933	1	All these queer proceedings increased my uncomfortableness, and seeing him now exhibiting strong symptoms of concluding 
335	1888	1888	0.171340	1	But the interval I spent in deliberating what to say, was a fatal one.
336	2073	2073	0.098604	1	Taking up his tomahawk from the table, he examined the head of it for an instant, and then holding it to the light, with
337	2073	2073	0.091663	1	The next moment the light was extinguished, and this wild cannibal, tomahawk between his teeth, sprang into bed with me.
338	1888	1888	0.097215	1	I sang out, I could not help it now; and giving a sudden grunt of astonishment he began feeling me.
339	1937	1937	0.135935	1	Stammering out something, I knew not what, I rolled away from him against the wall, and then conjured him, whoever or wh
340	147	147	0.006876	1	But his guttural responses satisfied me at once that he but ill comprehended my meaning.
341	1790	1790	0.072865	1	“Who-e debel you?”—he at last said—“you no speak-e, dam-me, I kill-e.” And so saying the lighted tomahawk began flourish
342	1790	1790	0.618159	1	“Landlord, for God’s sake, Peter Coffin!” shouted I.
343	1790	1790	0.018627	1	tell-ee me who-ee be, or dam-me, I kill-e!” again growled the cannibal, while his horrid flourishings of the tomahawk sc
344	2051	2051	0.157225	1	But thank heaven, at that moment the landlord came into the room light in hand, and leaping from the bed I ran up to him
345	2469	2469	0.025219	1	“Don’t be afraid now,” said he, grinning again, “Queequeg here wouldn’t harm a hair of your head.” “Stop your grinning,”
346	1790	1790	0.479246	1	Queequeg, look here—you sabbee me, I sabbee—you this man sleepe you—you sabbee?” “Me sabbee plenty”—grunted Queequeg, pu
347	688	688	0.821341	1	“You gettee in,” he added, motioning to me with his tomahawk, and throwing the clothes to one side.
348	1645	1645	0.344783	1	He really did this in not only a civil but a really kind and charitable way.
349	1888	1888	0.544764	1	I stood looking at him a moment.
350	1888	1888	0.272318	1	For all his tattooings he was on the whole a clean, comely looking cannibal.
351	1118	1118	0.019083	1	What’s all this fuss I have been making about, thought I to myself—the man’s a human being just as I am: he has just as 
352	1888	1888	0.478104	1	Better sleep with a sober cannibal than a drunken Christian.
353	949	949	0.180861	1	“Landlord,” said I, “tell him to stash his tomahawk there, or pipe, or whatever you call it; tell him to stop smoking, i
354	8	8	0.576682	1	But I don’t fancy having a man smoking in bed with me.
355	882	882	0.069408	1	Besides, I ain’t insured.” This being told to Queequeg, he at once complied, and again politely motioned me to get into 
356	1737	1737	0.111571	1	Upon waking next morning about daylight, I found Queequeg’s arm thrown over me in the most loving and affectionate manne
357	2761	2761	0.807796	1	You had almost thought I had been his wife.
358	1178	1178	0.198482	1	The counterpane was of patchwork, full of odd little parti-coloured squares and triangles; and this arm of his tattooed 
