# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	1034
comparison_id	comparison_type	branch	seed_id	carrier_id	baseline_variant	variant	baseline_case_id	case_id	baseline_string	string	strict_token_position_match	baseline_pre_second_body_tokens	pre_second_body_tokens	baseline_second_realised_tokens	second_realised_tokens	raw_completion_541_change	raw_completion_increment_change	peak_541_change	signed_541_margin_change	baseline_dest	dest	baseline_retained_541	retained_541	retention_changed	native_connector	frame_class	source_provenance	completion_token_match	second_token_count_match
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__BARE__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	BARE	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AFTER_DAY__KNOWN_ARBITRARY__BARE__NONE	day after day	day after forest	1	2	2	1	1	-3.400955	-3.400954	-3.262184	-2.853371	541	1888	1	0	1	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	BARE	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_KNOWN__BARE__NONE	day after day	marble after day	0	2	3	1	1	-3.230134	-3.131033	-3.230134	-3.023595	541	1790	1	0	1	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	BARE	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_REPEAT__BARE__NONE	day after day	marble after marble	0	2	3	1	1	-2.485977	-2.386876	-2.485977	-2.279438	541	1790	1	0	1	after	NOVEL_REPEAT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	BARE	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_DISTINCT__BARE__NONE	day after day	marble after forest	0	2	3	1	1	-3.416325	-3.317224	-3.262184	-3.055645	541	1790	1	0	1	after	NOVEL_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__BARE__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	BARE	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AFTER_DAY__KNOWN_NO_CONNECTOR__BARE__NONE	day after day	day day	0	2	1	1	1	-3.374634	-3.296312	-3.262184	-2.853371	541	1888	1	0	1	after	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	BARE	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_NO_CONNECTOR__BARE__NONE	day after day	marble marble	1	2	2	1	1	-3.407741	-3.327492	-3.262184	-3.055645	541	1790	1	0	1	after	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	V9_SPACE	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AFTER_DAY__KNOWN_RELATED__V9_SPACE__NONE	 day after day	 day after night	1	2	2	1	1	-1.517144	-1.517144	-1.517144	-1.46243	1738	1888	0	0	0	after	RELATED_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	V9_SPACE	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AFTER_DAY__KNOWN_ARBITRARY__V9_SPACE__NONE	 day after day	 day after forest	1	2	2	1	1	-3.482975	-3.482975	-3.357789	-3.303075	1738	1888	0	0	0	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	V9_SPACE	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_KNOWN__V9_SPACE__NONE	 day after day	 marble after day	1	2	2	1	1	-3.301983	-3.309186	-3.301983	-3.418231	1738	1888	0	0	0	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	V9_SPACE	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_REPEAT__V9_SPACE__NONE	 day after day	 marble after marble	1	2	2	1	1	-1.223705	-1.230908	-1.223705	-1.339953	1738	1888	0	0	0	after	NOVEL_REPEAT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	V9_SPACE	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_DISTINCT__V9_SPACE__NONE	 day after day	 marble after forest	1	2	2	1	1	-3.463596	-3.470799	-3.357789	-3.474037	1738	1888	0	0	0	after	NOVEL_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	V9_SPACE	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AFTER_DAY__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	 day after day	 day day	0	2	1	1	1	-3.32375	-3.195564	-3.32375	-3.269037	1738	1888	0	0	0	after	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	V9_SPACE	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	 day after day	 marble marble	0	2	1	1	1	-3.512606	-3.407309	-3.357789	-3.474037	1738	1888	0	0	0	after	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	THE_PHRASE	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AFTER_DAY__KNOWN_RELATED__THE_PHRASE__NONE	the phrase day after day	the phrase day after night	1	4	4	1	1	-1.417287	-1.417287	-1.417287	-1.417286	541	2073	1	0	1	after	RELATED_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	THE_PHRASE	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AFTER_DAY__KNOWN_ARBITRARY__THE_PHRASE__NONE	the phrase day after day	the phrase day after forest	1	4	4	1	1	-3.706952	-3.706952	-3.563656	-3.563655	541	2073	1	0	1	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_KNOWN__THE_PHRASE__NONE	the phrase day after day	the phrase marble after day	1	4	4	1	1	-3.392809	-3.417327	-3.392809	-3.392808	541	2073	1	0	1	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_REPEAT__THE_PHRASE__NONE	the phrase day after day	the phrase marble after marble	1	4	4	1	1	-2.082155	-2.106673	-2.082155	-2.082154	541	2073	1	0	1	after	NOVEL_REPEAT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_DISTINCT__THE_PHRASE__NONE	the phrase day after day	the phrase marble after forest	1	4	4	1	1	-3.671345	-3.695864	-3.563656	-3.563655	541	2073	1	0	1	after	NOVEL_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	THE_PHRASE	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AFTER_DAY__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE	the phrase day after day	the phrase day day	0	4	3	1	1	-3.499551	-3.503778	-3.499551	-3.499551	541	2073	1	0	1	after	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE	the phrase day after day	the phrase marble marble	0	4	3	1	1	-3.707207	-3.702773	-3.563656	-3.563655	541	2073	1	0	1	after	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	THEY_SAID	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AFTER_DAY__KNOWN_RELATED__THEY_SAID__NONE	they said day after day	they said day after night	1	4	4	1	1	-1.644674	-1.644674	-1.644674	-0.506236	541	541	1	1	0	after	RELATED_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	THEY_SAID	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AFTER_DAY__KNOWN_ARBITRARY__THEY_SAID__NONE	they said day after day	they said day after forest	1	4	4	1	1	-4.285651	-4.285651	-4.154733	-3.315046	541	1888	1	0	1	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	THEY_SAID	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_KNOWN__THEY_SAID__NONE	they said day after day	they said marble after day	1	4	4	1	1	-4.074234	-4.088604	-4.074234	-3.159395	541	1888	1	0	1	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	THEY_SAID	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_REPEAT__THEY_SAID__NONE	they said day after day	they said marble after marble	1	4	4	1	1	-1.680446	-1.694816	-1.680446	-0.765607	541	1888	1	0	1	after	NOVEL_REPEAT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	THEY_SAID	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_DISTINCT__THEY_SAID__NONE	they said day after day	they said marble after forest	1	4	4	1	1	-4.256593	-4.270964	-4.154733	-3.239894	541	1888	1	0	1	after	NOVEL_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	THEY_SAID	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AFTER_DAY__KNOWN_NO_CONNECTOR__THEY_SAID__NONE	they said day after day	they said day day	0	4	3	1	1	-4.205105	-4.13758	-4.154733	-3.499125	541	544	1	0	1	after	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AFTER_DAY	THEY_SAID	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AFTER_DAY__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE	they said day after day	they said marble marble	0	4	3	1	1	-4.304361	-4.239374	-4.154733	-3.239894	541	1888	1	0	1	after	NO_CONNECTOR	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__BARE__NONE__TO__AND	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	BARE	AFTER	AND	REPEAT_CONNECTOR__AFTER_DAY__AFTER__BARE__NONE	REPEAT_CONNECTOR__AFTER_DAY__AND__BARE__NONE	day after day	day and day	1	2	2	1	1	0.159209	0.147354	0.159209	-1.185387	541	2659	1	0	1	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__BARE__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	BARE	AFTER	OR	REPEAT_CONNECTOR__AFTER_DAY__AFTER__BARE__NONE	REPEAT_CONNECTOR__AFTER_DAY__OR__BARE__NONE	day after day	day or day	1	2	2	1	1	-0.368107	-0.390602	-0.368107	-1.337618	541	2659	1	0	1	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__BARE__NONE__TO__TO	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	BARE	AFTER	TO	REPEAT_CONNECTOR__AFTER_DAY__AFTER__BARE__NONE	REPEAT_CONNECTOR__AFTER_DAY__TO__BARE__NONE	day after day	day to day	1	2	2	1	1	-0.013826	-0.029715	-0.013826	0.036049	541	541	1	1	0	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__BARE__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	BARE	AFTER	BY	REPEAT_CONNECTOR__AFTER_DAY__AFTER__BARE__NONE	REPEAT_CONNECTOR__AFTER_DAY__BY__BARE__NONE	day after day	day by day	1	2	2	1	1	0.32653	0.360584	0.32653	0.224811	541	541	1	1	0	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__V9_SPACE__NONE__TO__AND	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	V9_SPACE	AFTER	AND	REPEAT_CONNECTOR__AFTER_DAY__AFTER__V9_SPACE__NONE	REPEAT_CONNECTOR__AFTER_DAY__AND__V9_SPACE__NONE	 day after day	 day and day	1	2	2	1	1	-0.123862	-0.159556	-0.123862	-0.846174	1738	2659	0	0	0	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__V9_SPACE__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	V9_SPACE	AFTER	OR	REPEAT_CONNECTOR__AFTER_DAY__AFTER__V9_SPACE__NONE	REPEAT_CONNECTOR__AFTER_DAY__OR__V9_SPACE__NONE	 day after day	 day or day	1	2	2	1	1	-0.484384	-0.525147	-0.484384	-1.009811	1738	2659	0	0	0	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__V9_SPACE__NONE__TO__TO	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	V9_SPACE	AFTER	TO	REPEAT_CONNECTOR__AFTER_DAY__AFTER__V9_SPACE__NONE	REPEAT_CONNECTOR__AFTER_DAY__TO__V9_SPACE__NONE	 day after day	 day to day	1	2	2	1	1	-0.93117	-0.967616	-0.93117	-0.876456	1738	1888	0	0	0	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__V9_SPACE__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	V9_SPACE	AFTER	BY	REPEAT_CONNECTOR__AFTER_DAY__AFTER__V9_SPACE__NONE	REPEAT_CONNECTOR__AFTER_DAY__BY__V9_SPACE__NONE	 day after day	 day by day	1	2	2	1	1	0.023593	0.038761	0.023593	0.078307	1738	1888	0	0	0	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__THE_PHRASE__NONE__TO__AND	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	THE_PHRASE	AFTER	AND	REPEAT_CONNECTOR__AFTER_DAY__AFTER__THE_PHRASE__NONE	REPEAT_CONNECTOR__AFTER_DAY__AND__THE_PHRASE__NONE	the phrase day after day	the phrase day and day	1	4	4	1	1	-1.044357	-1.084888	-1.044357	-1.991223	541	2659	1	0	1	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__THE_PHRASE__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	THE_PHRASE	AFTER	OR	REPEAT_CONNECTOR__AFTER_DAY__AFTER__THE_PHRASE__NONE	REPEAT_CONNECTOR__AFTER_DAY__OR__THE_PHRASE__NONE	the phrase day after day	the phrase day or day	1	4	4	1	1	-1.693118	-1.737338	-1.693118	-2.497011	541	2659	1	0	1	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__THE_PHRASE__NONE__TO__TO	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	THE_PHRASE	AFTER	TO	REPEAT_CONNECTOR__AFTER_DAY__AFTER__THE_PHRASE__NONE	REPEAT_CONNECTOR__AFTER_DAY__TO__THE_PHRASE__NONE	the phrase day after day	the phrase day to day	1	4	4	1	1	-0.306152	-0.342392	-0.306152	-0.578675	541	2659	1	0	1	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__THE_PHRASE__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	THE_PHRASE	AFTER	BY	REPEAT_CONNECTOR__AFTER_DAY__AFTER__THE_PHRASE__NONE	REPEAT_CONNECTOR__AFTER_DAY__BY__THE_PHRASE__NONE	the phrase day after day	the phrase day by day	1	4	4	1	1	-0.243114	-0.243203	-0.243114	-0.356967	541	2659	1	0	1	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE__TO__AND	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	THEY_SAID	AFTER	AND	REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR__AFTER_DAY__AND__THEY_SAID__NONE	they said day after day	they said day and day	1	4	4	1	1	-0.565461	-0.589679	-0.565461	-2.332011	541	2659	1	0	1	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	THEY_SAID	AFTER	OR	REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR__AFTER_DAY__OR__THEY_SAID__NONE	they said day after day	they said day or day	1	4	4	1	1	-1.919968	-1.948977	-1.919968	-2.67319	541	2659	1	0	1	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE__TO__TO	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	THEY_SAID	AFTER	TO	REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR__AFTER_DAY__TO__THEY_SAID__NONE	they said day after day	they said day to day	1	4	4	1	1	-0.562623	-0.587735	-0.562623	-1.137647	541	2659	1	0	1	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	AFTER_DAY	THEY_SAID	AFTER	BY	REPEAT_CONNECTOR__AFTER_DAY__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR__AFTER_DAY__BY__THEY_SAID__NONE	they said day after day	they said day by day	1	4	4	1	1	-0.751609	-0.742828	-0.751609	-0.819818	541	2659	1	0	1	after	KNOWN_REPEAT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__BARE__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	AFTER_MILE	BARE	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AFTER_MILE__KNOWN_RELATED__BARE__NONE	mile after mile	mile after road	1	2	2	1	1	-3.446164	-3.446164	-3.446164	-3.446164	541	1888	1	0	1	after	RELATED_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__BARE__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	AFTER_MILE	BARE	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AFTER_MILE__KNOWN_ARBITRARY__BARE__NONE	mile after mile	mile after basket	1	2	2	1	1	-3.656573	-3.656572	-3.559048	-3.559048	541	1888	1	0	1	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	AFTER_MILE	BARE	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AFTER_MILE__ARBITRARY_KNOWN__BARE__NONE	mile after mile	candle after mile	0	2	3	1	1	-3.650732	-3.7572	-3.559048	-3.641617	541	1888	1	0	1	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	AFTER_MILE	BARE	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__AFTER_MILE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AFTER_MILE__ARBITRARY_REPEAT__BARE__NONE	mile after mile	candle after candle	0	2	3	1	1	-2.685889	-2.792358	-2.685889	-2.768458	541	1888	1	0	1	after	NOVEL_REPEAT	HELDOUT_FAMILIAR		
