# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	662
panel_id	native_connector	known_member	related_member	arbitrary_a	arbitrary_b	provenance	known_space_tokens	related_space_tokens	arbitrary_a_space_tokens	arbitrary_b_space_tokens	selection_rule	case_id	branch	seed_id	variant	carrier_id	string	n_tok	pre_second_body_tokens	second_realised_tokens	completion_pos	tokens	token_ids
												FRAME_CROSS__AND_TIME__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_NO_CONNECTOR	BARE	mustard mustard	3	2	1	3	["must", "ard", " mustard"]	[27238, 446, 33694]
												FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AND_TIME	KNOWN_REPEAT	V9_SPACE	 time and time	3	2	1	3	[" time", " and", " time"]	[640, 290, 640]
												FRAME_CROSS__AND_TIME__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	AND_TIME	KNOWN_RELATED	V9_SPACE	 time and space	3	2	1	3	[" time", " and", " space"]	[640, 290, 2272]
												FRAME_CROSS__AND_TIME__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	AND_TIME	KNOWN_ARBITRARY	V9_SPACE	 time and planet	3	2	1	3	[" time", " and", " planet"]	[640, 290, 5440]
												FRAME_CROSS__AND_TIME__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_KNOWN	V9_SPACE	 mustard and time	3	2	1	3	[" mustard", " and", " time"]	[33694, 290, 640]
												FRAME_CROSS__AND_TIME__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_REPEAT	V9_SPACE	 mustard and mustard	3	2	1	3	[" mustard", " and", " mustard"]	[33694, 290, 33694]
												FRAME_CROSS__AND_TIME__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_DISTINCT	V9_SPACE	 mustard and planet	3	2	1	3	[" mustard", " and", " planet"]	[33694, 290, 5440]
												FRAME_CROSS__AND_TIME__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	AND_TIME	KNOWN_NO_CONNECTOR	V9_SPACE	 time time	2	1	1	2	[" time", " time"]	[640, 640]
												FRAME_CROSS__AND_TIME__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_NO_CONNECTOR	V9_SPACE	 mustard mustard	2	1	1	2	[" mustard", " mustard"]	[33694, 33694]
												FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	AND_TIME	KNOWN_REPEAT	THE_PHRASE	the phrase time and time	5	4	1	5	["the", " phrase", " time", " and", " time"]	[1169, 9546, 640, 290, 640]
												FRAME_CROSS__AND_TIME__KNOWN_RELATED__THE_PHRASE__NONE	FRAME_CROSS	AND_TIME	KNOWN_RELATED	THE_PHRASE	the phrase time and space	5	4	1	5	["the", " phrase", " time", " and", " space"]	[1169, 9546, 640, 290, 2272]
												FRAME_CROSS__AND_TIME__KNOWN_ARBITRARY__THE_PHRASE__NONE	FRAME_CROSS	AND_TIME	KNOWN_ARBITRARY	THE_PHRASE	the phrase time and planet	5	4	1	5	["the", " phrase", " time", " and", " planet"]	[1169, 9546, 640, 290, 5440]
												FRAME_CROSS__AND_TIME__ARBITRARY_KNOWN__THE_PHRASE__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_KNOWN	THE_PHRASE	the phrase mustard and time	5	4	1	5	["the", " phrase", " mustard", " and", " time"]	[1169, 9546, 33694, 290, 640]
												FRAME_CROSS__AND_TIME__ARBITRARY_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_REPEAT	THE_PHRASE	the phrase mustard and mustard	5	4	1	5	["the", " phrase", " mustard", " and", " mustard"]	[1169, 9546, 33694, 290, 33694]
												FRAME_CROSS__AND_TIME__ARBITRARY_DISTINCT__THE_PHRASE__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_DISTINCT	THE_PHRASE	the phrase mustard and planet	5	4	1	5	["the", " phrase", " mustard", " and", " planet"]	[1169, 9546, 33694, 290, 5440]
												FRAME_CROSS__AND_TIME__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	AND_TIME	KNOWN_NO_CONNECTOR	THE_PHRASE	the phrase time time	4	3	1	4	["the", " phrase", " time", " time"]	[1169, 9546, 640, 640]
												FRAME_CROSS__AND_TIME__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_NO_CONNECTOR	THE_PHRASE	the phrase mustard mustard	4	3	1	4	["the", " phrase", " mustard", " mustard"]	[1169, 9546, 33694, 33694]
												FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS	AND_TIME	KNOWN_REPEAT	THEY_SAID	they said time and time	5	4	1	5	["they", " said", " time", " and", " time"]	[9930, 531, 640, 290, 640]
												FRAME_CROSS__AND_TIME__KNOWN_RELATED__THEY_SAID__NONE	FRAME_CROSS	AND_TIME	KNOWN_RELATED	THEY_SAID	they said time and space	5	4	1	5	["they", " said", " time", " and", " space"]	[9930, 531, 640, 290, 2272]
												FRAME_CROSS__AND_TIME__KNOWN_ARBITRARY__THEY_SAID__NONE	FRAME_CROSS	AND_TIME	KNOWN_ARBITRARY	THEY_SAID	they said time and planet	5	4	1	5	["they", " said", " time", " and", " planet"]	[9930, 531, 640, 290, 5440]
												FRAME_CROSS__AND_TIME__ARBITRARY_KNOWN__THEY_SAID__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_KNOWN	THEY_SAID	they said mustard and time	5	4	1	5	["they", " said", " mustard", " and", " time"]	[9930, 531, 33694, 290, 640]
												FRAME_CROSS__AND_TIME__ARBITRARY_REPEAT__THEY_SAID__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_REPEAT	THEY_SAID	they said mustard and mustard	5	4	1	5	["they", " said", " mustard", " and", " mustard"]	[9930, 531, 33694, 290, 33694]
												FRAME_CROSS__AND_TIME__ARBITRARY_DISTINCT__THEY_SAID__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_DISTINCT	THEY_SAID	they said mustard and planet	5	4	1	5	["they", " said", " mustard", " and", " planet"]	[9930, 531, 33694, 290, 5440]
												FRAME_CROSS__AND_TIME__KNOWN_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	AND_TIME	KNOWN_NO_CONNECTOR	THEY_SAID	they said time time	4	3	1	4	["they", " said", " time", " time"]	[9930, 531, 640, 640]
												FRAME_CROSS__AND_TIME__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	AND_TIME	ARBITRARY_NO_CONNECTOR	THEY_SAID	they said mustard mustard	4	3	1	4	["they", " said", " mustard", " mustard"]	[9930, 531, 33694, 33694]
												REPEAT_CONNECTOR__AND_TIME__AND__BARE__NONE	REPEAT_CONNECTOR	AND_TIME	AND	BARE	time and time	3	2	1	3	["time", " and", " time"]	[2435, 290, 640]
												REPEAT_CONNECTOR__AND_TIME__OR__BARE__NONE	REPEAT_CONNECTOR	AND_TIME	OR	BARE	time or time	3	2	1	3	["time", " or", " time"]	[2435, 393, 640]
												REPEAT_CONNECTOR__AND_TIME__TO__BARE__NONE	REPEAT_CONNECTOR	AND_TIME	TO	BARE	time to time	3	2	1	3	["time", " to", " time"]	[2435, 284, 640]
												REPEAT_CONNECTOR__AND_TIME__BY__BARE__NONE	REPEAT_CONNECTOR	AND_TIME	BY	BARE	time by time	3	2	1	3	["time", " by", " time"]	[2435, 416, 640]
												REPEAT_CONNECTOR__AND_TIME__AFTER__BARE__NONE	REPEAT_CONNECTOR	AND_TIME	AFTER	BARE	time after time	3	2	1	3	["time", " after", " time"]	[2435, 706, 640]
												REPEAT_CONNECTOR__AND_TIME__AND__V9_SPACE__NONE	REPEAT_CONNECTOR	AND_TIME	AND	V9_SPACE	 time and time	3	2	1	3	[" time", " and", " time"]	[640, 290, 640]
												REPEAT_CONNECTOR__AND_TIME__OR__V9_SPACE__NONE	REPEAT_CONNECTOR	AND_TIME	OR	V9_SPACE	 time or time	3	2	1	3	[" time", " or", " time"]	[640, 393, 640]
												REPEAT_CONNECTOR__AND_TIME__TO__V9_SPACE__NONE	REPEAT_CONNECTOR	AND_TIME	TO	V9_SPACE	 time to time	3	2	1	3	[" time", " to", " time"]	[640, 284, 640]
												REPEAT_CONNECTOR__AND_TIME__BY__V9_SPACE__NONE	REPEAT_CONNECTOR	AND_TIME	BY	V9_SPACE	 time by time	3	2	1	3	[" time", " by", " time"]	[640, 416, 640]
												REPEAT_CONNECTOR__AND_TIME__AFTER__V9_SPACE__NONE	REPEAT_CONNECTOR	AND_TIME	AFTER	V9_SPACE	 time after time	3	2	1	3	[" time", " after", " time"]	[640, 706, 640]
												REPEAT_CONNECTOR__AND_TIME__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR	AND_TIME	AND	THE_PHRASE	the phrase time and time	5	4	1	5	["the", " phrase", " time", " and", " time"]	[1169, 9546, 640, 290, 640]
												REPEAT_CONNECTOR__AND_TIME__OR__THE_PHRASE__NONE	REPEAT_CONNECTOR	AND_TIME	OR	THE_PHRASE	the phrase time or time	5	4	1	5	["the", " phrase", " time", " or", " time"]	[1169, 9546, 640, 393, 640]
												REPEAT_CONNECTOR__AND_TIME__TO__THE_PHRASE__NONE	REPEAT_CONNECTOR	AND_TIME	TO	THE_PHRASE	the phrase time to time	5	4	1	5	["the", " phrase", " time", " to", " time"]	[1169, 9546, 640, 284, 640]
												REPEAT_CONNECTOR__AND_TIME__BY__THE_PHRASE__NONE	REPEAT_CONNECTOR	AND_TIME	BY	THE_PHRASE	the phrase time by time	5	4	1	5	["the", " phrase", " time", " by", " time"]	[1169, 9546, 640, 416, 640]
												REPEAT_CONNECTOR__AND_TIME__AFTER__THE_PHRASE__NONE	REPEAT_CONNECTOR	AND_TIME	AFTER	THE_PHRASE	the phrase time after time	5	4	1	5	["the", " phrase", " time", " after", " time"]	[1169, 9546, 640, 706, 640]
												REPEAT_CONNECTOR__AND_TIME__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_TIME	AND	THEY_SAID	they said time and time	5	4	1	5	["they", " said", " time", " and", " time"]	[9930, 531, 640, 290, 640]
												REPEAT_CONNECTOR__AND_TIME__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_TIME	OR	THEY_SAID	they said time or time	5	4	1	5	["they", " said", " time", " or", " time"]	[9930, 531, 640, 393, 640]
												REPEAT_CONNECTOR__AND_TIME__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_TIME	TO	THEY_SAID	they said time to time	5	4	1	5	["they", " said", " time", " to", " time"]	[9930, 531, 640, 284, 640]
												REPEAT_CONNECTOR__AND_TIME__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_TIME	BY	THEY_SAID	they said time by time	5	4	1	5	["they", " said", " time", " by", " time"]	[9930, 531, 640, 416, 640]
												REPEAT_CONNECTOR__AND_TIME__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AND_TIME	AFTER	THEY_SAID	they said time after time	5	4	1	5	["they", " said", " time", " after", " time"]	[9930, 531, 640, 706, 640]
												FRAME_CROSS__TO_HAND__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	TO_HAND	KNOWN_REPEAT	BARE	hand to hand	3	2	1	3	["hand", " to", " hand"]	[4993, 284, 1021]
												FRAME_CROSS__TO_HAND__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	TO_HAND	KNOWN_RELATED	BARE	hand to foot	3	2	1	3	["hand", " to", " foot"]	[4993, 284, 2366]
												FRAME_CROSS__TO_HAND__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	TO_HAND	KNOWN_ARBITRARY	BARE	hand to ribbon	3	2	1	3	["hand", " to", " ribbon"]	[4993, 284, 29092]
												FRAME_CROSS__TO_HAND__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_KNOWN	BARE	teacup to hand	5	4	1	5	["te", "ac", "up", " to", " hand"]	[660, 330, 929, 284, 1021]
												FRAME_CROSS__TO_HAND__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_REPEAT	BARE	teacup to teacup	7	4	3	7	["te", "ac", "up", " to", " te", "ac", "up"]	[660, 330, 929, 284, 573, 330, 929]
												FRAME_CROSS__TO_HAND__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_DISTINCT	BARE	teacup to ribbon	5	4	1	5	["te", "ac", "up", " to", " ribbon"]	[660, 330, 929, 284, 29092]
												FRAME_CROSS__TO_HAND__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	TO_HAND	KNOWN_NO_CONNECTOR	BARE	hand hand	2	1	1	2	["hand", " hand"]	[4993, 1021]
												FRAME_CROSS__TO_HAND__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_NO_CONNECTOR	BARE	teacup teacup	6	3	3	6	["te", "ac", "up", " te", "ac", "up"]	[660, 330, 929, 573, 330, 929]
												FRAME_CROSS__TO_HAND__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	TO_HAND	KNOWN_REPEAT	V9_SPACE	 hand to hand	3	2	1	3	[" hand", " to", " hand"]	[1021, 284, 1021]
												FRAME_CROSS__TO_HAND__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	TO_HAND	KNOWN_RELATED	V9_SPACE	 hand to foot	3	2	1	3	[" hand", " to", " foot"]	[1021, 284, 2366]
												FRAME_CROSS__TO_HAND__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	TO_HAND	KNOWN_ARBITRARY	V9_SPACE	 hand to ribbon	3	2	1	3	[" hand", " to", " ribbon"]	[1021, 284, 29092]
												FRAME_CROSS__TO_HAND__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_KNOWN	V9_SPACE	 teacup to hand	5	4	1	5	[" te", "ac", "up", " to", " hand"]	[573, 330, 929, 284, 1021]
												FRAME_CROSS__TO_HAND__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_REPEAT	V9_SPACE	 teacup to teacup	7	4	3	7	[" te", "ac", "up", " to", " te", "ac", "up"]	[573, 330, 929, 284, 573, 330, 929]
												FRAME_CROSS__TO_HAND__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_DISTINCT	V9_SPACE	 teacup to ribbon	5	4	1	5	[" te", "ac", "up", " to", " ribbon"]	[573, 330, 929, 284, 29092]
												FRAME_CROSS__TO_HAND__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	TO_HAND	KNOWN_NO_CONNECTOR	V9_SPACE	 hand hand	2	1	1	2	[" hand", " hand"]	[1021, 1021]
												FRAME_CROSS__TO_HAND__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_NO_CONNECTOR	V9_SPACE	 teacup teacup	6	3	3	6	[" te", "ac", "up", " te", "ac", "up"]	[573, 330, 929, 573, 330, 929]
												FRAME_CROSS__TO_HAND__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	TO_HAND	KNOWN_REPEAT	THE_PHRASE	the phrase hand to hand	5	4	1	5	["the", " phrase", " hand", " to", " hand"]	[1169, 9546, 1021, 284, 1021]
												FRAME_CROSS__TO_HAND__KNOWN_RELATED__THE_PHRASE__NONE	FRAME_CROSS	TO_HAND	KNOWN_RELATED	THE_PHRASE	the phrase hand to foot	5	4	1	5	["the", " phrase", " hand", " to", " foot"]	[1169, 9546, 1021, 284, 2366]
												FRAME_CROSS__TO_HAND__KNOWN_ARBITRARY__THE_PHRASE__NONE	FRAME_CROSS	TO_HAND	KNOWN_ARBITRARY	THE_PHRASE	the phrase hand to ribbon	5	4	1	5	["the", " phrase", " hand", " to", " ribbon"]	[1169, 9546, 1021, 284, 29092]
												FRAME_CROSS__TO_HAND__ARBITRARY_KNOWN__THE_PHRASE__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_KNOWN	THE_PHRASE	the phrase teacup to hand	7	6	1	7	["the", " phrase", " te", "ac", "up", " to", " hand"]	[1169, 9546, 573, 330, 929, 284, 1021]
												FRAME_CROSS__TO_HAND__ARBITRARY_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_REPEAT	THE_PHRASE	the phrase teacup to teacup	9	6	3	9	["the", " phrase", " te", "ac", "up", " to", " te", "ac", "up"]	[1169, 9546, 573, 330, 929, 284, 573, 330, 929]
												FRAME_CROSS__TO_HAND__ARBITRARY_DISTINCT__THE_PHRASE__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_DISTINCT	THE_PHRASE	the phrase teacup to ribbon	7	6	1	7	["the", " phrase", " te", "ac", "up", " to", " ribbon"]	[1169, 9546, 573, 330, 929, 284, 29092]
												FRAME_CROSS__TO_HAND__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	TO_HAND	KNOWN_NO_CONNECTOR	THE_PHRASE	the phrase hand hand	4	3	1	4	["the", " phrase", " hand", " hand"]	[1169, 9546, 1021, 1021]
												FRAME_CROSS__TO_HAND__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_NO_CONNECTOR	THE_PHRASE	the phrase teacup teacup	8	5	3	8	["the", " phrase", " te", "ac", "up", " te", "ac", "up"]	[1169, 9546, 573, 330, 929, 573, 330, 929]
												FRAME_CROSS__TO_HAND__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS	TO_HAND	KNOWN_REPEAT	THEY_SAID	they said hand to hand	5	4	1	5	["they", " said", " hand", " to", " hand"]	[9930, 531, 1021, 284, 1021]
												FRAME_CROSS__TO_HAND__KNOWN_RELATED__THEY_SAID__NONE	FRAME_CROSS	TO_HAND	KNOWN_RELATED	THEY_SAID	they said hand to foot	5	4	1	5	["they", " said", " hand", " to", " foot"]	[9930, 531, 1021, 284, 2366]
												FRAME_CROSS__TO_HAND__KNOWN_ARBITRARY__THEY_SAID__NONE	FRAME_CROSS	TO_HAND	KNOWN_ARBITRARY	THEY_SAID	they said hand to ribbon	5	4	1	5	["they", " said", " hand", " to", " ribbon"]	[9930, 531, 1021, 284, 29092]
												FRAME_CROSS__TO_HAND__ARBITRARY_KNOWN__THEY_SAID__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_KNOWN	THEY_SAID	they said teacup to hand	7	6	1	7	["they", " said", " te", "ac", "up", " to", " hand"]	[9930, 531, 573, 330, 929, 284, 1021]
												FRAME_CROSS__TO_HAND__ARBITRARY_REPEAT__THEY_SAID__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_REPEAT	THEY_SAID	they said teacup to teacup	9	6	3	9	["they", " said", " te", "ac", "up", " to", " te", "ac", "up"]	[9930, 531, 573, 330, 929, 284, 573, 330, 929]
												FRAME_CROSS__TO_HAND__ARBITRARY_DISTINCT__THEY_SAID__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_DISTINCT	THEY_SAID	they said teacup to ribbon	7	6	1	7	["they", " said", " te", "ac", "up", " to", " ribbon"]	[9930, 531, 573, 330, 929, 284, 29092]
												FRAME_CROSS__TO_HAND__KNOWN_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	TO_HAND	KNOWN_NO_CONNECTOR	THEY_SAID	they said hand hand	4	3	1	4	["they", " said", " hand", " hand"]	[9930, 531, 1021, 1021]
												FRAME_CROSS__TO_HAND__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	TO_HAND	ARBITRARY_NO_CONNECTOR	THEY_SAID	they said teacup teacup	8	5	3	8	["they", " said", " te", "ac", "up", " te", "ac", "up"]	[9930, 531, 573, 330, 929, 573, 330, 929]
												REPEAT_CONNECTOR__TO_HAND__AND__BARE__NONE	REPEAT_CONNECTOR	TO_HAND	AND	BARE	hand and hand	3	2	1	3	["hand", " and", " hand"]	[4993, 290, 1021]
												REPEAT_CONNECTOR__TO_HAND__OR__BARE__NONE	REPEAT_CONNECTOR	TO_HAND	OR	BARE	hand or hand	3	2	1	3	["hand", " or", " hand"]	[4993, 393, 1021]
												REPEAT_CONNECTOR__TO_HAND__TO__BARE__NONE	REPEAT_CONNECTOR	TO_HAND	TO	BARE	hand to hand	3	2	1	3	["hand", " to", " hand"]	[4993, 284, 1021]
												REPEAT_CONNECTOR__TO_HAND__BY__BARE__NONE	REPEAT_CONNECTOR	TO_HAND	BY	BARE	hand by hand	3	2	1	3	["hand", " by", " hand"]	[4993, 416, 1021]
												REPEAT_CONNECTOR__TO_HAND__AFTER__BARE__NONE	REPEAT_CONNECTOR	TO_HAND	AFTER	BARE	hand after hand	3	2	1	3	["hand", " after", " hand"]	[4993, 706, 1021]
												REPEAT_CONNECTOR__TO_HAND__AND__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_HAND	AND	V9_SPACE	 hand and hand	3	2	1	3	[" hand", " and", " hand"]	[1021, 290, 1021]
												REPEAT_CONNECTOR__TO_HAND__OR__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_HAND	OR	V9_SPACE	 hand or hand	3	2	1	3	[" hand", " or", " hand"]	[1021, 393, 1021]
												REPEAT_CONNECTOR__TO_HAND__TO__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_HAND	TO	V9_SPACE	 hand to hand	3	2	1	3	[" hand", " to", " hand"]	[1021, 284, 1021]
												REPEAT_CONNECTOR__TO_HAND__BY__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_HAND	BY	V9_SPACE	 hand by hand	3	2	1	3	[" hand", " by", " hand"]	[1021, 416, 1021]
												REPEAT_CONNECTOR__TO_HAND__AFTER__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_HAND	AFTER	V9_SPACE	 hand after hand	3	2	1	3	[" hand", " after", " hand"]	[1021, 706, 1021]
												REPEAT_CONNECTOR__TO_HAND__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_HAND	AND	THE_PHRASE	the phrase hand and hand	5	4	1	5	["the", " phrase", " hand", " and", " hand"]	[1169, 9546, 1021, 290, 1021]
												REPEAT_CONNECTOR__TO_HAND__OR__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_HAND	OR	THE_PHRASE	the phrase hand or hand	5	4	1	5	["the", " phrase", " hand", " or", " hand"]	[1169, 9546, 1021, 393, 1021]
												REPEAT_CONNECTOR__TO_HAND__TO__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_HAND	TO	THE_PHRASE	the phrase hand to hand	5	4	1	5	["the", " phrase", " hand", " to", " hand"]	[1169, 9546, 1021, 284, 1021]
												REPEAT_CONNECTOR__TO_HAND__BY__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_HAND	BY	THE_PHRASE	the phrase hand by hand	5	4	1	5	["the", " phrase", " hand", " by", " hand"]	[1169, 9546, 1021, 416, 1021]
												REPEAT_CONNECTOR__TO_HAND__AFTER__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_HAND	AFTER	THE_PHRASE	the phrase hand after hand	5	4	1	5	["the", " phrase", " hand", " after", " hand"]	[1169, 9546, 1021, 706, 1021]
												REPEAT_CONNECTOR__TO_HAND__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_HAND	AND	THEY_SAID	they said hand and hand	5	4	1	5	["they", " said", " hand", " and", " hand"]	[9930, 531, 1021, 290, 1021]
												REPEAT_CONNECTOR__TO_HAND__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_HAND	OR	THEY_SAID	they said hand or hand	5	4	1	5	["they", " said", " hand", " or", " hand"]	[9930, 531, 1021, 393, 1021]
												REPEAT_CONNECTOR__TO_HAND__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_HAND	TO	THEY_SAID	they said hand to hand	5	4	1	5	["they", " said", " hand", " to", " hand"]	[9930, 531, 1021, 284, 1021]
												REPEAT_CONNECTOR__TO_HAND__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_HAND	BY	THEY_SAID	they said hand by hand	5	4	1	5	["they", " said", " hand", " by", " hand"]	[9930, 531, 1021, 416, 1021]
												REPEAT_CONNECTOR__TO_HAND__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_HAND	AFTER	THEY_SAID	they said hand after hand	5	4	1	5	["they", " said", " hand", " after", " hand"]	[9930, 531, 1021, 706, 1021]
												FRAME_CROSS__TO_FACE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	TO_FACE	KNOWN_REPEAT	BARE	face to face	3	2	1	3	["face", " to", " face"]	[2550, 284, 1986]
												FRAME_CROSS__TO_FACE__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	TO_FACE	KNOWN_RELATED	BARE	face to back	3	2	1	3	["face", " to", " back"]	[2550, 284, 736]
												FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	TO_FACE	KNOWN_ARBITRARY	BARE	face to chimney	4	2	2	4	["face", " to", " chim", "ney"]	[2550, 284, 18205, 1681]
												FRAME_CROSS__TO_FACE__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_KNOWN	BARE	anchor to face	4	3	1	4	["anch", "or", " to", " face"]	[3702, 273, 284, 1986]
												FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_REPEAT	BARE	anchor to anchor	4	3	1	4	["anch", "or", " to", " anchor"]	[3702, 273, 284, 18021]
												FRAME_CROSS__TO_FACE__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_DISTINCT	BARE	anchor to chimney	5	3	2	5	["anch", "or", " to", " chim", "ney"]	[3702, 273, 284, 18205, 1681]
												FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	TO_FACE	KNOWN_NO_CONNECTOR	BARE	face face	2	1	1	2	["face", " face"]	[2550, 1986]
												FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_NO_CONNECTOR	BARE	anchor anchor	3	2	1	3	["anch", "or", " anchor"]	[3702, 273, 18021]
												FRAME_CROSS__TO_FACE__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	TO_FACE	KNOWN_REPEAT	V9_SPACE	 face to face	3	2	1	3	[" face", " to", " face"]	[1986, 284, 1986]
												FRAME_CROSS__TO_FACE__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	TO_FACE	KNOWN_RELATED	V9_SPACE	 face to back	3	2	1	3	[" face", " to", " back"]	[1986, 284, 736]
												FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	TO_FACE	KNOWN_ARBITRARY	V9_SPACE	 face to chimney	4	2	2	4	[" face", " to", " chim", "ney"]	[1986, 284, 18205, 1681]
