# generated_utc	2026-08-14T18:47:54+00:00
# script	probe_v10.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	522
case_id	branch	seed_id	variant	carrier_id	carrier	leading_prefix	first	connector	second	construction	continuation_id	continuation	string	n_tok	tokens	token_ids	pre_second_body_tokens	second_realised_tokens	completion_pos	completion_token	raw_pre_second_541	raw_completion_541	raw_completion_increment	raw_completion_best_other	raw_completion_best_other_value	raw_completion_margin	peak_541	peakpos_541	peak_token_541	best_other	best_other_peak	signed_541_margin	dest	retained_541	winner_peak	reported_delta	target_peaks_at_completion	baseline_variant	notes	lexical_pair_id
ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL	NOW_THEN	FULL_FRAME	V9_SPACE		 	now	and	then	now and then	NONE		 now and then	3	[" now", " and", " then"]	[783, 290, 788]	2	1	3	 then	-0.004342	3.729735	3.734077	2753	2.298114	1.431621	3.729735	3	 then	1888	3.160015	0.56972	541	1	3.729735	0.56972	1	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__SECOND_ONLY__V9_SPACE__NONE	ENDPOINT_CONTROL	NOW_THEN	SECOND_ONLY	V9_SPACE		 			then	then	NONE		 then	1	[" then"]	[788]	0	1	1	 then	-0.000102	-0.062131	-0.062029	464	3.673456	-3.735587	-0.000102	0	<BOS>	464	3.673456	-3.673558	464	0	3.673456	1.043616	0	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__CONNECTOR_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	NOW_THEN	CONNECTOR_SECOND	V9_SPACE		 		and	then	and then	NONE		 and then	2	[" and", " then"]	[290, 788]	1	1	2	 then	-0.032673	-0.140306	-0.107633	1790	2.441132	-2.581438	-0.000102	0	<BOS>	1790	2.944627	-2.944729	1790	0	2.944627	0.284401	0	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__FIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	NOW_THEN	FIRST_SECOND	V9_SPACE		 	now		then	now then	NONE		 now then	2	[" now", " then"]	[783, 788]	1	1	2	 then	-0.096283	0.663795	0.760078	711	1.977781	-1.313986	0.663795	2	 then	1888	3.160015	-2.49622	1888	0	3.160015	0.513781	1	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__ARBFIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	NOW_THEN	ARBFIRST_SECOND	V9_SPACE		 	velvet		then	velvet then	NONE		 velvet then	2	[" velvet", " then"]	[47750, 788]	1	1	2	 then	-0.163523	-0.081726	0.081797	1790	2.361969	-2.443694	-0.000102	0	<BOS>	1888	3.314484	-3.314586	1888	0	3.314484	0.387908	0	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__FIRST_REPEAT__V9_SPACE__NONE	ENDPOINT_CONTROL	NOW_THEN	FIRST_REPEAT	V9_SPACE		 	now		now	now now	NONE		 now now	2	[" now", " now"]	[783, 783]	1	1	2	 now	-0.096283	-0.133067	-0.036784	1888	2.575092	-2.708159	-0.000102	0	<BOS>	1888	3.160015	-3.160117	1888	0	3.160015	0.513781	0	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__REVERSED__V9_SPACE__NONE	ENDPOINT_CONTROL	NOW_THEN	REVERSED	V9_SPACE		 	then	and	now	then and now	NONE		 then and now	3	[" then", " and", " now"]	[788, 290, 783]	2	1	3	 now	-0.020688	4.263092	4.28378	1348	2.272431	1.990661	4.263092	3	 now	464	3.673456	0.589636	541	1	4.263092	0.589636	1	FULL_FRAME		
CORE_FACTORIAL__NOW_THEN__CC__THE_PHRASE__NONE	CORE_FACTORIAL	NOW_THEN	CC	THE_PHRASE	the phrase 		now	and	then	now and then	NONE		the phrase now and then	5	["the", " phrase", " now", " and", " then"]	[1169, 9546, 783, 290, 788]	4	1	5	 then	-0.010343	4.17143	4.181773	2753	2.295523	1.875907	4.17143	5	 then	2073	3.233148	0.938282	541	1	4.17143	0.938282	1	CC	canonical first × canonical second	
CORE_FACTORIAL__NOW_THEN__CA__THE_PHRASE__NONE	CORE_FACTORIAL	NOW_THEN	CA	THE_PHRASE	the phrase 		now	and	ocean	now and ocean	NONE		the phrase now and ocean	5	["the", " phrase", " now", " and", " ocean"]	[1169, 9546, 783, 290, 9151]	4	1	5	 ocean	-0.010343	-0.096177	-0.085834	1888	2.708631	-2.804808	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.43345	0	CC	canonical first × arbitrary second	
CORE_FACTORIAL__NOW_THEN__AC__THE_PHRASE__NONE	CORE_FACTORIAL	NOW_THEN	AC	THE_PHRASE	the phrase 		velvet	and	then	velvet and then	NONE		the phrase velvet and then	5	["the", " phrase", " velvet", " and", " then"]	[1169, 9546, 47750, 290, 788]	4	1	5	 then	-0.004826	-0.169526	-0.1647	1790	2.114997	-2.284523	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	CC	arbitrary first × canonical second	
CORE_FACTORIAL__NOW_THEN__AA__THE_PHRASE__NONE	CORE_FACTORIAL	NOW_THEN	AA	THE_PHRASE	the phrase 		velvet	and	ocean	velvet and ocean	NONE		the phrase velvet and ocean	5	["the", " phrase", " velvet", " and", " ocean"]	[1169, 9546, 47750, 290, 9151]	4	1	5	 ocean	-0.004826	0.204423	0.209249	1888	1.727996	-1.523573	0.204423	5	 ocean	2073	3.233148	-3.028726	2073	0	3.233148	0.489397	1	CC	arbitrary first × arbitrary second	
ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL	NOW_THEN	FULL_FRAME	THE_PHRASE	the phrase 		now	and	then	now and then	NONE		the phrase now and then	5	["the", " phrase", " now", " and", " then"]	[1169, 9546, 783, 290, 788]	4	1	5	 then	-0.010343	4.17143	4.181773	2753	2.295523	1.875907	4.17143	5	 then	2073	3.233148	0.938282	541	1	4.17143	0.938282	1	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__SECOND_ONLY__THE_PHRASE__NONE	ENDPOINT_CONTROL	NOW_THEN	SECOND_ONLY	THE_PHRASE	the phrase 				then	then	NONE		the phrase then	3	["the", " phrase", " then"]	[1169, 9546, 788]	2	1	3	 then	-0.055584	-0.073907	-0.018323	2556	1.880589	-1.954496	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__CONNECTOR_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	NOW_THEN	CONNECTOR_SECOND	THE_PHRASE	the phrase 			and	then	and then	NONE		the phrase and then	4	["the", " phrase", " and", " then"]	[1169, 9546, 290, 788]	3	1	4	 then	-0.009063	-0.067706	-0.058643	1790	1.879385	-1.947091	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__FIRST_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	NOW_THEN	FIRST_SECOND	THE_PHRASE	the phrase 		now		then	now then	NONE		the phrase now then	4	["the", " phrase", " now", " then"]	[1169, 9546, 783, 788]	3	1	4	 then	-0.027529	0.166804	0.194333	2131	1.56699	-1.400186	0.166804	4	 then	2073	3.233148	-3.066344	2073	0	3.233148	0.489397	1	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__ARBFIRST_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	NOW_THEN	ARBFIRST_SECOND	THE_PHRASE	the phrase 		velvet		then	velvet then	NONE		the phrase velvet then	4	["the", " phrase", " velvet", " then"]	[1169, 9546, 47750, 788]	3	1	4	 then	-0.067463	-0.081891	-0.014428	1790	1.959229	-2.04112	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__FIRST_REPEAT__THE_PHRASE__NONE	ENDPOINT_CONTROL	NOW_THEN	FIRST_REPEAT	THE_PHRASE	the phrase 		now		now	now now	NONE		the phrase now now	4	["the", " phrase", " now", " now"]	[1169, 9546, 783, 783]	3	1	4	 now	-0.027529	-0.086592	-0.059063	1594	2.054582	-2.141174	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__REVERSED__THE_PHRASE__NONE	ENDPOINT_CONTROL	NOW_THEN	REVERSED	THE_PHRASE	the phrase 		then	and	now	then and now	NONE		the phrase then and now	5	["the", " phrase", " then", " and", " now"]	[1169, 9546, 788, 290, 783]	4	1	5	 now	-0.032022	4.718487	4.750509	2659	2.747082	1.971404	4.718487	5	 now	2073	3.233148	1.485338	541	1	4.718487	1.485338	1	FULL_FRAME		
CORE_FACTORIAL__NOW_THEN__CC__THEY_SAID__NONE	CORE_FACTORIAL	NOW_THEN	CC	THEY_SAID	they said 		now	and	then	now and then	NONE		they said now and then	5	["they", " said", " now", " and", " then"]	[9930, 531, 783, 290, 788]	4	1	5	 then	-0.018547	3.79453	3.813077	2753	2.46133	1.3332	3.79453	5	 then	1790	2.524054	1.270476	541	1	3.79453	1.270476	1	CC	canonical first × canonical second	
CORE_FACTORIAL__NOW_THEN__CA__THEY_SAID__NONE	CORE_FACTORIAL	NOW_THEN	CA	THEY_SAID	they said 		now	and	ocean	now and ocean	NONE		they said now and ocean	5	["they", " said", " now", " and", " ocean"]	[9930, 531, 783, 290, 9151]	4	1	5	 ocean	-0.018547	-0.169892	-0.151346	1888	2.688264	-2.858156	-0.000102	0	<BOS>	1888	2.688264	-2.688366	1888	0	2.688264	0.16421	0	CC	canonical first × arbitrary second	
CORE_FACTORIAL__NOW_THEN__AC__THEY_SAID__NONE	CORE_FACTORIAL	NOW_THEN	AC	THEY_SAID	they said 		velvet	and	then	velvet and then	NONE		they said velvet and then	5	["they", " said", " velvet", " and", " then"]	[9930, 531, 47750, 290, 788]	4	1	5	 then	-0.00866	-0.135349	-0.126689	1790	2.070216	-2.205565	-0.000102	0	<BOS>	2256	2.36087	-2.360972	2256	0	2.36087	0.032802	0	CC	arbitrary first × canonical second	
CORE_FACTORIAL__NOW_THEN__AA__THEY_SAID__NONE	CORE_FACTORIAL	NOW_THEN	AA	THEY_SAID	they said 		velvet	and	ocean	velvet and ocean	NONE		they said velvet and ocean	5	["they", " said", " velvet", " and", " ocean"]	[9930, 531, 47750, 290, 9151]	4	1	5	 ocean	-0.00866	0.35281	0.36147	1888	1.827236	-1.474426	0.35281	5	 ocean	2256	2.36087	-2.00806	2256	0	2.36087	0.032802	1	CC	arbitrary first × arbitrary second	
ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL	NOW_THEN	FULL_FRAME	THEY_SAID	they said 		now	and	then	now and then	NONE		they said now and then	5	["they", " said", " now", " and", " then"]	[9930, 531, 783, 290, 788]	4	1	5	 then	-0.018547	3.79453	3.813077	2753	2.46133	1.3332	3.79453	5	 then	1790	2.524054	1.270476	541	1	3.79453	1.270476	1	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__SECOND_ONLY__THEY_SAID__NONE	ENDPOINT_CONTROL	NOW_THEN	SECOND_ONLY	THEY_SAID	they said 				then	then	NONE		they said then	3	["they", " said", " then"]	[9930, 531, 788]	2	1	3	 then	-0.03838	-0.099997	-0.061617	2416	2.138341	-2.238338	-0.000102	0	<BOS>	2256	2.36087	-2.360972	2256	0	2.36087	0.053377	0	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__CONNECTOR_SECOND__THEY_SAID__NONE	ENDPOINT_CONTROL	NOW_THEN	CONNECTOR_SECOND	THEY_SAID	they said 			and	then	and then	NONE		they said and then	4	["they", " said", " and", " then"]	[9930, 531, 290, 788]	3	1	4	 then	-0.025332	-0.163881	-0.138549	512	2.079933	-2.243814	-0.000102	0	<BOS>	1953	2.592324	-2.592426	1953	0	2.592324	0.231454	0	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__FIRST_SECOND__THEY_SAID__NONE	ENDPOINT_CONTROL	NOW_THEN	FIRST_SECOND	THEY_SAID	they said 		now		then	now then	NONE		they said now then	4	["they", " said", " now", " then"]	[9930, 531, 783, 788]	3	1	4	 then	-0.122554	-0.033155	0.089399	1790	1.977024	-2.010179	-0.000102	0	<BOS>	2256	2.36087	-2.360972	2256	0	2.36087	0.053377	0	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__ARBFIRST_SECOND__THEY_SAID__NONE	ENDPOINT_CONTROL	NOW_THEN	ARBFIRST_SECOND	THEY_SAID	they said 		velvet		then	velvet then	NONE		they said velvet then	4	["they", " said", " velvet", " then"]	[9930, 531, 47750, 788]	3	1	4	 then	-0.103241	-0.01402	0.089221	1790	2.265532	-2.279552	-0.000102	0	<BOS>	2256	2.36087	-2.360972	2256	0	2.36087	0.032802	0	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__FIRST_REPEAT__THEY_SAID__NONE	ENDPOINT_CONTROL	NOW_THEN	FIRST_REPEAT	THEY_SAID	they said 		now		now	now now	NONE		they said now now	4	["they", " said", " now", " now"]	[9930, 531, 783, 783]	3	1	4	 now	-0.122554	-0.151955	-0.029401	1790	1.707649	-1.859604	-0.000102	0	<BOS>	2256	2.36087	-2.360972	2256	0	2.36087	0.053377	0	FULL_FRAME		
ENDPOINT_CONTROL__NOW_THEN__REVERSED__THEY_SAID__NONE	ENDPOINT_CONTROL	NOW_THEN	REVERSED	THEY_SAID	they said 		then	and	now	then and now	NONE		they said then and now	5	["they", " said", " then", " and", " now"]	[9930, 531, 788, 290, 783]	4	1	5	 now	-0.012653	5.067483	5.080136	2659	3.888501	1.178982	5.067483	5	 now	2659	3.888501	1.178982	541	1	5.067483	1.178982	1	FULL_FRAME		
CORE_FACTORIAL__HERE_THERE__CC__BARE__NONE	CORE_FACTORIAL	HERE_THERE	CC	BARE			here	and	there	here and there	NONE		here and there	3	["here", " and", " there"]	[1456, 290, 612]	2	1	3	 there	-0.016764	4.181681	4.198445	2753	2.63077	1.55091	4.181681	3	 there	2753	2.63077	1.55091	541	1	4.181681	1.55091	1	CC	canonical first × canonical second	
CORE_FACTORIAL__HERE_THERE__CA__BARE__NONE	CORE_FACTORIAL	HERE_THERE	CA	BARE			here	and	forest	here and forest	NONE		here and forest	3	["here", " and", " forest"]	[1456, 290, 8222]	2	1	3	 forest	-0.016764	-0.146969	-0.130205	1888	3.008466	-3.155435	-0.000102	0	<BOS>	1888	3.008466	-3.008568	1888	0	3.008466	0.423926	0	CC	canonical first × arbitrary second	
CORE_FACTORIAL__HERE_THERE__AC__BARE__NONE	CORE_FACTORIAL	HERE_THERE	AC	BARE			marble	and	there	marble and there	NONE		marble and there	4	["mar", "ble", " and", " there"]	[3876, 903, 290, 612]	3	1	4	 there	-0.03037	-0.103338	-0.072968	170	2.151982	-2.25532	-0.000102	0	<BOS>	1790	2.918438	-2.91854	1790	0	2.918438	0.093219	0	CC	arbitrary first × canonical second	
CORE_FACTORIAL__HERE_THERE__AA__BARE__NONE	CORE_FACTORIAL	HERE_THERE	AA	BARE			marble	and	forest	marble and forest	NONE		marble and forest	4	["mar", "ble", " and", " forest"]	[3876, 903, 290, 8222]	3	1	4	 forest	-0.03037	0.685575	0.715944	1888	2.555391	-1.869817	0.685575	4	 forest	1790	2.918438	-2.232863	1790	0	2.918438	0.093219	1	CC	arbitrary first × arbitrary second	
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL	HERE_THERE	FULL_FRAME	BARE			here	and	there	here and there	NONE		here and there	3	["here", " and", " there"]	[1456, 290, 612]	2	1	3	 there	-0.016764	4.181681	4.198445	2753	2.63077	1.55091	4.181681	3	 there	2753	2.63077	1.55091	541	1	4.181681	1.55091	1	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__BARE__NONE	ENDPOINT_CONTROL	HERE_THERE	SECOND_ONLY	BARE					there	there	NONE		there	1	["there"]	[8117]	0	1	1	there	-0.000102	-0.084431	-0.084329	1888	2.521642	-2.606073	-0.000102	0	<BOS>	1888	2.521642	-2.521744	1888	0	2.521642	0.160772	0	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__BARE__NONE	ENDPOINT_CONTROL	HERE_THERE	CONNECTOR_SECOND	BARE				and	there	and there	NONE		and there	2	["and", " there"]	[392, 612]	1	1	2	 there	-0.026548	-0.156105	-0.129557	170	2.165177	-2.321282	-0.000102	0	<BOS>	1790	2.485383	-2.485485	1790	0	2.485383	0.124513	0	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL	HERE_THERE	FIRST_SECOND	BARE			here		there	here there	NONE		here there	2	["here", " there"]	[1456, 612]	1	1	2	 there	-0.105628	-0.167784	-0.062155	1242	2.20784	-2.375624	-0.000102	0	<BOS>	3017	2.584539	-2.584641	3017	0	2.584539	0.22367	0	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL	HERE_THERE	ARBFIRST_SECOND	BARE			marble		there	marble there	NONE		marble there	3	["mar", "ble", " there"]	[3876, 903, 612]	2	1	3	 there	-0.105661	-0.122933	-0.017272	1790	2.309587	-2.43252	-0.000102	0	<BOS>	1790	2.918438	-2.91854	1790	0	2.918438	0.093219	0	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__BARE__NONE	ENDPOINT_CONTROL	HERE_THERE	FIRST_REPEAT	BARE			here		here	here here	NONE		here here	2	["here", " here"]	[1456, 994]	1	1	2	 here	-0.105628	-0.159394	-0.053766	1691	2.573922	-2.733316	-0.000102	0	<BOS>	3017	2.584539	-2.584641	3017	0	2.584539	0.010617	0	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__REVERSED__BARE__NONE	ENDPOINT_CONTROL	HERE_THERE	REVERSED	BARE			there	and	here	there and here	NONE		there and here	3	["there", " and", " here"]	[8117, 290, 994]	2	1	3	 here	-0.039142	3.274162	3.313303	2659	2.783293	0.490869	3.274162	3	 here	2659	2.783293	0.490869	541	1	3.274162	0.490869	1	FULL_FRAME		
CORE_FACTORIAL__HERE_THERE__CC__V9_SPACE__NONE	CORE_FACTORIAL	HERE_THERE	CC	V9_SPACE		 	here	and	there	here and there	NONE		 here and there	3	[" here", " and", " there"]	[994, 290, 612]	2	1	3	 there	-0.012329	3.824308	3.836637	2753	2.616261	1.208047	3.824308	3	 there	464	2.896075	0.928233	541	1	3.824308	0.928233	1	CC	canonical first × canonical second	
CORE_FACTORIAL__HERE_THERE__CA__V9_SPACE__NONE	CORE_FACTORIAL	HERE_THERE	CA	V9_SPACE		 	here	and	forest	here and forest	NONE		 here and forest	3	[" here", " and", " forest"]	[994, 290, 8222]	2	1	3	 forest	-0.012329	-0.158238	-0.145909	1888	2.986885	-3.145123	-0.000102	0	<BOS>	1888	2.986885	-2.986987	1888	0	2.986885	0.09081	0	CC	canonical first × arbitrary second	
CORE_FACTORIAL__HERE_THERE__AC__V9_SPACE__NONE	CORE_FACTORIAL	HERE_THERE	AC	V9_SPACE		 	marble	and	there	marble and there	NONE		 marble and there	3	[" marble", " and", " there"]	[30623, 290, 612]	2	1	3	 there	-0.021625	-0.082947	-0.061322	170	2.12449	-2.207437	-0.000102	0	<BOS>	1888	3.655282	-3.655384	1888	0	3.655282	1.16016	0	CC	arbitrary first × canonical second	
CORE_FACTORIAL__HERE_THERE__AA__V9_SPACE__NONE	CORE_FACTORIAL	HERE_THERE	AA	V9_SPACE		 	marble	and	forest	marble and forest	NONE		 marble and forest	3	[" marble", " and", " forest"]	[30623, 290, 8222]	2	1	3	 forest	-0.021625	0.876198	0.897823	1888	2.549535	-1.673337	0.876198	3	 forest	1888	3.655282	-2.779084	1888	0	3.655282	1.16016	1	CC	arbitrary first × arbitrary second	
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL	HERE_THERE	FULL_FRAME	V9_SPACE		 	here	and	there	here and there	NONE		 here and there	3	[" here", " and", " there"]	[994, 290, 612]	2	1	3	 there	-0.012329	3.824308	3.836637	2753	2.616261	1.208047	3.824308	3	 there	464	2.896075	0.928233	541	1	3.824308	0.928233	1	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__V9_SPACE__NONE	ENDPOINT_CONTROL	HERE_THERE	SECOND_ONLY	V9_SPACE		 			there	there	NONE		 there	1	[" there"]	[612]	0	1	1	 there	-0.000102	-0.149405	-0.149303	1888	2.904126	-3.053531	-0.000102	0	<BOS>	1888	2.904126	-2.904228	1888	0	2.904126	0.088988	0	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	HERE_THERE	CONNECTOR_SECOND	V9_SPACE		 		and	there	and there	NONE		 and there	2	[" and", " there"]	[290, 612]	1	1	2	 there	-0.032673	-0.129878	-0.097205	170	2.16263	-2.292508	-0.000102	0	<BOS>	1790	2.944627	-2.944729	1790	0	2.944627	0.284401	0	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	HERE_THERE	FIRST_SECOND	V9_SPACE		 	here		there	here there	NONE		 here there	2	[" here", " there"]	[994, 612]	1	1	2	 there	-0.124207	0.036296	0.160503	1242	2.314829	-2.278534	0.036296	2	 there	464	2.896075	-2.85978	464	0	2.896075	0.181245	1	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	HERE_THERE	ARBFIRST_SECOND	V9_SPACE		 	marble		there	marble there	NONE		 marble there	2	[" marble", " there"]	[30623, 612]	1	1	2	 there	-0.146916	-0.073387	0.073529	1790	2.235029	-2.308416	-0.000102	0	<BOS>	1888	3.655282	-3.655384	1888	0	3.655282	1.16016	0	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__V9_SPACE__NONE	ENDPOINT_CONTROL	HERE_THERE	FIRST_REPEAT	V9_SPACE		 	here		here	here here	NONE		 here here	2	[" here", " here"]	[994, 994]	1	1	2	 here	-0.124207	-0.160661	-0.036454	1691	2.228825	-2.389486	-0.000102	0	<BOS>	464	2.896075	-2.896177	464	0	2.896075	0.181245	0	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__REVERSED__V9_SPACE__NONE	ENDPOINT_CONTROL	HERE_THERE	REVERSED	V9_SPACE		 	there	and	here	there and here	NONE		 there and here	3	[" there", " and", " here"]	[612, 290, 994]	2	1	3	 here	-0.02726	3.157861	3.185121	2659	2.636862	0.521	3.157861	3	 here	1888	2.904126	0.253735	541	1	3.157861	0.253735	1	FULL_FRAME		
CORE_FACTORIAL__HERE_THERE__CC__THE_PHRASE__NONE	CORE_FACTORIAL	HERE_THERE	CC	THE_PHRASE	the phrase 		here	and	there	here and there	NONE		the phrase here and there	5	["the", " phrase", " here", " and", " there"]	[1169, 9546, 994, 290, 612]	4	1	5	 there	-0.004793	4.150405	4.155198	2753	2.69537	1.455035	4.150405	5	 there	2073	3.233148	0.917257	541	1	4.150405	0.917257	1	CC	canonical first × canonical second	
CORE_FACTORIAL__HERE_THERE__CA__THE_PHRASE__NONE	CORE_FACTORIAL	HERE_THERE	CA	THE_PHRASE	the phrase 		here	and	forest	here and forest	NONE		the phrase here and forest	5	["the", " phrase", " here", " and", " forest"]	[1169, 9546, 994, 290, 8222]	4	1	5	 forest	-0.004793	-0.150227	-0.145434	1888	2.888139	-3.038366	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.345009	0	CC	canonical first × arbitrary second	
CORE_FACTORIAL__HERE_THERE__AC__THE_PHRASE__NONE	CORE_FACTORIAL	HERE_THERE	AC	THE_PHRASE	the phrase 		marble	and	there	marble and there	NONE		the phrase marble and there	5	["the", " phrase", " marble", " and", " there"]	[1169, 9546, 30623, 290, 612]	4	1	5	 there	-0.005097	-0.082089	-0.076993	170	1.900131	-1.982221	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	CC	arbitrary first × canonical second	
CORE_FACTORIAL__HERE_THERE__AA__THE_PHRASE__NONE	CORE_FACTORIAL	HERE_THERE	AA	THE_PHRASE	the phrase 		marble	and	forest	marble and forest	NONE		the phrase marble and forest	5	["the", " phrase", " marble", " and", " forest"]	[1169, 9546, 30623, 290, 8222]	4	1	5	 forest	-0.005097	0.579751	0.584848	1888	1.824945	-1.245193	0.579751	5	 forest	2073	3.233148	-2.653397	2073	0	3.233148	0.489397	1	CC	arbitrary first × arbitrary second	
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL	HERE_THERE	FULL_FRAME	THE_PHRASE	the phrase 		here	and	there	here and there	NONE		the phrase here and there	5	["the", " phrase", " here", " and", " there"]	[1169, 9546, 994, 290, 612]	4	1	5	 there	-0.004793	4.150405	4.155198	2753	2.69537	1.455035	4.150405	5	 there	2073	3.233148	0.917257	541	1	4.150405	0.917257	1	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__THE_PHRASE__NONE	ENDPOINT_CONTROL	HERE_THERE	SECOND_ONLY	THE_PHRASE	the phrase 				there	there	NONE		the phrase there	3	["the", " phrase", " there"]	[1169, 9546, 612]	2	1	3	 there	-0.055584	-0.0217	0.033884	170	1.858038	-1.879738	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	HERE_THERE	CONNECTOR_SECOND	THE_PHRASE	the phrase 			and	there	and there	NONE		the phrase and there	4	["the", " phrase", " and", " there"]	[1169, 9546, 290, 612]	3	1	4	 there	-0.009063	-0.167821	-0.158758	638	1.998064	-2.165885	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	HERE_THERE	FIRST_SECOND	THE_PHRASE	the phrase 		here		there	here there	NONE		the phrase here there	4	["the", " phrase", " here", " there"]	[1169, 9546, 994, 612]	3	1	4	 there	-0.070334	-0.110082	-0.039748	349	1.915465	-2.025547	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	FULL_FRAME		
ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	HERE_THERE	ARBFIRST_SECOND	THE_PHRASE	the phrase 		marble		there	marble there	NONE		the phrase marble there	4	["the", " phrase", " marble", " there"]	[1169, 9546, 30623, 612]	3	1	4	 there	-0.049475	-0.039943	0.009532	349	2.513323	-2.553266	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	FULL_FRAME		
