# generated_utc	2026-08-14T18:47:54+00:00
# script	probe_v10.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	794
comparison_id	comparison_type	branch	seed_id	carrier_id	baseline_variant	variant	baseline_case_id	case_id	baseline_string	string	strict_token_position_match	baseline_pre_second_body_tokens	pre_second_body_tokens	baseline_second_realised_tokens	second_realised_tokens	raw_completion_541_change	raw_completion_increment_change	peak_541_change	signed_541_margin_change	baseline_dest	dest	baseline_retained_541	retained_541	retention_changed	completion_token_match	second_token_count_match
CORE_FACTORIAL__NOW_THEN__CC__THE_PHRASE__NONE__TO__CA	WITHIN_CARRIER	CORE_FACTORIAL	NOW_THEN	THE_PHRASE	CC	CA	CORE_FACTORIAL__NOW_THEN__CC__THE_PHRASE__NONE	CORE_FACTORIAL__NOW_THEN__CA__THE_PHRASE__NONE	the phrase now and then	the phrase now and ocean	1	4	4	1	1	-4.267607	-4.267607	-4.171532	-4.171532	541	2073	1	0	1		
CORE_FACTORIAL__NOW_THEN__CC__THE_PHRASE__NONE__TO__AC	WITHIN_CARRIER	CORE_FACTORIAL	NOW_THEN	THE_PHRASE	CC	AC	CORE_FACTORIAL__NOW_THEN__CC__THE_PHRASE__NONE	CORE_FACTORIAL__NOW_THEN__AC__THE_PHRASE__NONE	the phrase now and then	the phrase velvet and then	1	4	4	1	1	-4.340956	-4.346473	-4.171532	-4.171532	541	2073	1	0	1		
CORE_FACTORIAL__NOW_THEN__CC__THE_PHRASE__NONE__TO__AA	WITHIN_CARRIER	CORE_FACTORIAL	NOW_THEN	THE_PHRASE	CC	AA	CORE_FACTORIAL__NOW_THEN__CC__THE_PHRASE__NONE	CORE_FACTORIAL__NOW_THEN__AA__THE_PHRASE__NONE	the phrase now and then	the phrase velvet and ocean	1	4	4	1	1	-3.967007	-3.972524	-3.967007	-3.967008	541	2073	1	0	1		
ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THE_PHRASE__NONE__TO__SECOND_ONLY	WITHIN_CARRIER	ENDPOINT_CONTROL	NOW_THEN	THE_PHRASE	FULL_FRAME	SECOND_ONLY	ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL__NOW_THEN__SECOND_ONLY__THE_PHRASE__NONE	the phrase now and then	the phrase then	0	4	2	1	1	-4.245337	-4.200096	-4.171532	-4.171532	541	2073	1	0	1		
ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THE_PHRASE__NONE__TO__CONNECTOR_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	NOW_THEN	THE_PHRASE	FULL_FRAME	CONNECTOR_SECOND	ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL__NOW_THEN__CONNECTOR_SECOND__THE_PHRASE__NONE	the phrase now and then	the phrase and then	0	4	3	1	1	-4.239136	-4.240416	-4.171532	-4.171532	541	2073	1	0	1		
ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THE_PHRASE__NONE__TO__FIRST_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	NOW_THEN	THE_PHRASE	FULL_FRAME	FIRST_SECOND	ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL__NOW_THEN__FIRST_SECOND__THE_PHRASE__NONE	the phrase now and then	the phrase now then	0	4	3	1	1	-4.004626	-3.98744	-4.004626	-4.004626	541	2073	1	0	1		
ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THE_PHRASE__NONE__TO__ARBFIRST_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	NOW_THEN	THE_PHRASE	FULL_FRAME	ARBFIRST_SECOND	ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL__NOW_THEN__ARBFIRST_SECOND__THE_PHRASE__NONE	the phrase now and then	the phrase velvet then	0	4	3	1	1	-4.253321	-4.196201	-4.171532	-4.171532	541	2073	1	0	1		
ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THE_PHRASE__NONE__TO__FIRST_REPEAT	WITHIN_CARRIER	ENDPOINT_CONTROL	NOW_THEN	THE_PHRASE	FULL_FRAME	FIRST_REPEAT	ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL__NOW_THEN__FIRST_REPEAT__THE_PHRASE__NONE	the phrase now and then	the phrase now now	0	4	3	1	1	-4.258022	-4.240836	-4.171532	-4.171532	541	2073	1	0	1		
ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THE_PHRASE__NONE__TO__REVERSED	WITHIN_CARRIER	ENDPOINT_CONTROL	NOW_THEN	THE_PHRASE	FULL_FRAME	REVERSED	ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL__NOW_THEN__REVERSED__THE_PHRASE__NONE	the phrase now and then	the phrase then and now	1	4	4	1	1	0.547057	0.568736	0.547057	0.547056	541	541	1	1	0		
CORE_FACTORIAL__NOW_THEN__CC__THEY_SAID__NONE__TO__CA	WITHIN_CARRIER	CORE_FACTORIAL	NOW_THEN	THEY_SAID	CC	CA	CORE_FACTORIAL__NOW_THEN__CC__THEY_SAID__NONE	CORE_FACTORIAL__NOW_THEN__CA__THEY_SAID__NONE	they said now and then	they said now and ocean	1	4	4	1	1	-3.964422	-3.964423	-3.794632	-3.958842	541	1888	1	0	1		
CORE_FACTORIAL__NOW_THEN__CC__THEY_SAID__NONE__TO__AC	WITHIN_CARRIER	CORE_FACTORIAL	NOW_THEN	THEY_SAID	CC	AC	CORE_FACTORIAL__NOW_THEN__CC__THEY_SAID__NONE	CORE_FACTORIAL__NOW_THEN__AC__THEY_SAID__NONE	they said now and then	they said velvet and then	1	4	4	1	1	-3.929879	-3.939766	-3.794632	-3.631448	541	2256	1	0	1		
CORE_FACTORIAL__NOW_THEN__CC__THEY_SAID__NONE__TO__AA	WITHIN_CARRIER	CORE_FACTORIAL	NOW_THEN	THEY_SAID	CC	AA	CORE_FACTORIAL__NOW_THEN__CC__THEY_SAID__NONE	CORE_FACTORIAL__NOW_THEN__AA__THEY_SAID__NONE	they said now and then	they said velvet and ocean	1	4	4	1	1	-3.44172	-3.451607	-3.44172	-3.278536	541	2256	1	0	1		
ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THEY_SAID__NONE__TO__SECOND_ONLY	WITHIN_CARRIER	ENDPOINT_CONTROL	NOW_THEN	THEY_SAID	FULL_FRAME	SECOND_ONLY	ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL__NOW_THEN__SECOND_ONLY__THEY_SAID__NONE	they said now and then	they said then	0	4	2	1	1	-3.894527	-3.874694	-3.794632	-3.631448	541	2256	1	0	1		
ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THEY_SAID__NONE__TO__CONNECTOR_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	NOW_THEN	THEY_SAID	FULL_FRAME	CONNECTOR_SECOND	ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL__NOW_THEN__CONNECTOR_SECOND__THEY_SAID__NONE	they said now and then	they said and then	0	4	3	1	1	-3.958411	-3.951626	-3.794632	-3.862902	541	1953	1	0	1		
ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THEY_SAID__NONE__TO__FIRST_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	NOW_THEN	THEY_SAID	FULL_FRAME	FIRST_SECOND	ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL__NOW_THEN__FIRST_SECOND__THEY_SAID__NONE	they said now and then	they said now then	0	4	3	1	1	-3.827685	-3.723678	-3.794632	-3.631448	541	2256	1	0	1		
ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THEY_SAID__NONE__TO__ARBFIRST_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	NOW_THEN	THEY_SAID	FULL_FRAME	ARBFIRST_SECOND	ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL__NOW_THEN__ARBFIRST_SECOND__THEY_SAID__NONE	they said now and then	they said velvet then	0	4	3	1	1	-3.80855	-3.723856	-3.794632	-3.631448	541	2256	1	0	1		
ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THEY_SAID__NONE__TO__FIRST_REPEAT	WITHIN_CARRIER	ENDPOINT_CONTROL	NOW_THEN	THEY_SAID	FULL_FRAME	FIRST_REPEAT	ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL__NOW_THEN__FIRST_REPEAT__THEY_SAID__NONE	they said now and then	they said now now	0	4	3	1	1	-3.946485	-3.842478	-3.794632	-3.631448	541	2256	1	0	1		
ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THEY_SAID__NONE__TO__REVERSED	WITHIN_CARRIER	ENDPOINT_CONTROL	NOW_THEN	THEY_SAID	FULL_FRAME	REVERSED	ENDPOINT_CONTROL__NOW_THEN__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL__NOW_THEN__REVERSED__THEY_SAID__NONE	they said now and then	they said then and now	1	4	4	1	1	1.272953	1.267059	1.272953	-0.091494	541	541	1	1	0		
CORE_FACTORIAL__HERE_THERE__CC__BARE__NONE__TO__CA	WITHIN_CARRIER	CORE_FACTORIAL	HERE_THERE	BARE	CC	CA	CORE_FACTORIAL__HERE_THERE__CC__BARE__NONE	CORE_FACTORIAL__HERE_THERE__CA__BARE__NONE	here and there	here and forest	1	2	2	1	1	-4.32865	-4.32865	-4.181783	-4.559478	541	1888	1	0	1		
CORE_FACTORIAL__HERE_THERE__CC__BARE__NONE__TO__AC	WITHIN_CARRIER	CORE_FACTORIAL	HERE_THERE	BARE	CC	AC	CORE_FACTORIAL__HERE_THERE__CC__BARE__NONE	CORE_FACTORIAL__HERE_THERE__AC__BARE__NONE	here and there	marble and there	0	2	3	1	1	-4.285019	-4.271413	-4.181783	-4.46945	541	1790	1	0	1		
CORE_FACTORIAL__HERE_THERE__CC__BARE__NONE__TO__AA	WITHIN_CARRIER	CORE_FACTORIAL	HERE_THERE	BARE	CC	AA	CORE_FACTORIAL__HERE_THERE__CC__BARE__NONE	CORE_FACTORIAL__HERE_THERE__AA__BARE__NONE	here and there	marble and forest	0	2	3	1	1	-3.496106	-3.482501	-3.496106	-3.783773	541	1790	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE__TO__SECOND_ONLY	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	BARE	FULL_FRAME	SECOND_ONLY	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__BARE__NONE	here and there	there	0	2	0	1	1	-4.266112	-4.282774	-4.181783	-4.072654	541	1888	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE__TO__CONNECTOR_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	BARE	FULL_FRAME	CONNECTOR_SECOND	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__BARE__NONE	here and there	and there	0	2	1	1	1	-4.337786	-4.328002	-4.181783	-4.036395	541	1790	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE__TO__FIRST_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	BARE	FULL_FRAME	FIRST_SECOND	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__BARE__NONE	here and there	here there	0	2	1	1	1	-4.349465	-4.2606	-4.181783	-4.135551	541	3017	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE__TO__ARBFIRST_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	BARE	FULL_FRAME	ARBFIRST_SECOND	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__BARE__NONE	here and there	marble there	1	2	2	1	1	-4.304614	-4.215717	-4.181783	-4.46945	541	1790	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE__TO__FIRST_REPEAT	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	BARE	FULL_FRAME	FIRST_REPEAT	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__BARE__NONE	here and there	here here	0	2	1	1	1	-4.341075	-4.252211	-4.181783	-4.135551	541	3017	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE__TO__REVERSED	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	BARE	FULL_FRAME	REVERSED	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__REVERSED__BARE__NONE	here and there	there and here	1	2	2	1	1	-0.907519	-0.885142	-0.907519	-1.060041	541	541	1	1	0		
CORE_FACTORIAL__HERE_THERE__CC__V9_SPACE__NONE__TO__CA	WITHIN_CARRIER	CORE_FACTORIAL	HERE_THERE	V9_SPACE	CC	CA	CORE_FACTORIAL__HERE_THERE__CC__V9_SPACE__NONE	CORE_FACTORIAL__HERE_THERE__CA__V9_SPACE__NONE	 here and there	 here and forest	1	2	2	1	1	-3.982546	-3.982546	-3.82441	-3.91522	541	1888	1	0	1		
CORE_FACTORIAL__HERE_THERE__CC__V9_SPACE__NONE__TO__AC	WITHIN_CARRIER	CORE_FACTORIAL	HERE_THERE	V9_SPACE	CC	AC	CORE_FACTORIAL__HERE_THERE__CC__V9_SPACE__NONE	CORE_FACTORIAL__HERE_THERE__AC__V9_SPACE__NONE	 here and there	 marble and there	1	2	2	1	1	-3.907255	-3.897959	-3.82441	-4.583617	541	1888	1	0	1		
CORE_FACTORIAL__HERE_THERE__CC__V9_SPACE__NONE__TO__AA	WITHIN_CARRIER	CORE_FACTORIAL	HERE_THERE	V9_SPACE	CC	AA	CORE_FACTORIAL__HERE_THERE__CC__V9_SPACE__NONE	CORE_FACTORIAL__HERE_THERE__AA__V9_SPACE__NONE	 here and there	 marble and forest	1	2	2	1	1	-2.94811	-2.938814	-2.94811	-3.707317	541	1888	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__V9_SPACE__NONE__TO__SECOND_ONLY	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	V9_SPACE	FULL_FRAME	SECOND_ONLY	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__V9_SPACE__NONE	 here and there	 there	0	2	0	1	1	-3.973713	-3.98594	-3.82441	-3.832461	541	1888	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__V9_SPACE__NONE__TO__CONNECTOR_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	V9_SPACE	FULL_FRAME	CONNECTOR_SECOND	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__V9_SPACE__NONE	 here and there	 and there	0	2	1	1	1	-3.954186	-3.933842	-3.82441	-3.872962	541	1790	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__V9_SPACE__NONE__TO__FIRST_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	V9_SPACE	FULL_FRAME	FIRST_SECOND	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__V9_SPACE__NONE	 here and there	 here there	0	2	1	1	1	-3.788012	-3.676134	-3.788012	-3.788013	541	464	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__V9_SPACE__NONE__TO__ARBFIRST_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	V9_SPACE	FULL_FRAME	ARBFIRST_SECOND	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__V9_SPACE__NONE	 here and there	 marble there	0	2	1	1	1	-3.897695	-3.763108	-3.82441	-4.583617	541	1888	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__V9_SPACE__NONE__TO__FIRST_REPEAT	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	V9_SPACE	FULL_FRAME	FIRST_REPEAT	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__V9_SPACE__NONE	 here and there	 here here	0	2	1	1	1	-3.984969	-3.873091	-3.82441	-3.82441	541	464	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__V9_SPACE__NONE__TO__REVERSED	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	V9_SPACE	FULL_FRAME	REVERSED	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL__HERE_THERE__REVERSED__V9_SPACE__NONE	 here and there	 there and here	1	2	2	1	1	-0.666447	-0.651516	-0.666447	-0.674498	541	541	1	1	0		
CORE_FACTORIAL__HERE_THERE__CC__THE_PHRASE__NONE__TO__CA	WITHIN_CARRIER	CORE_FACTORIAL	HERE_THERE	THE_PHRASE	CC	CA	CORE_FACTORIAL__HERE_THERE__CC__THE_PHRASE__NONE	CORE_FACTORIAL__HERE_THERE__CA__THE_PHRASE__NONE	the phrase here and there	the phrase here and forest	1	4	4	1	1	-4.300632	-4.300632	-4.150507	-4.150507	541	2073	1	0	1		
CORE_FACTORIAL__HERE_THERE__CC__THE_PHRASE__NONE__TO__AC	WITHIN_CARRIER	CORE_FACTORIAL	HERE_THERE	THE_PHRASE	CC	AC	CORE_FACTORIAL__HERE_THERE__CC__THE_PHRASE__NONE	CORE_FACTORIAL__HERE_THERE__AC__THE_PHRASE__NONE	the phrase here and there	the phrase marble and there	1	4	4	1	1	-4.232494	-4.232191	-4.150507	-4.150507	541	2073	1	0	1		
CORE_FACTORIAL__HERE_THERE__CC__THE_PHRASE__NONE__TO__AA	WITHIN_CARRIER	CORE_FACTORIAL	HERE_THERE	THE_PHRASE	CC	AA	CORE_FACTORIAL__HERE_THERE__CC__THE_PHRASE__NONE	CORE_FACTORIAL__HERE_THERE__AA__THE_PHRASE__NONE	the phrase here and there	the phrase marble and forest	1	4	4	1	1	-3.570654	-3.57035	-3.570654	-3.570654	541	2073	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE__TO__SECOND_ONLY	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	THE_PHRASE	FULL_FRAME	SECOND_ONLY	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__THE_PHRASE__NONE	the phrase here and there	the phrase there	0	4	2	1	1	-4.172105	-4.121314	-4.150507	-4.150507	541	2073	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE__TO__CONNECTOR_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	THE_PHRASE	FULL_FRAME	CONNECTOR_SECOND	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__THE_PHRASE__NONE	the phrase here and there	the phrase and there	0	4	3	1	1	-4.318226	-4.313956	-4.150507	-4.150507	541	2073	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE__TO__FIRST_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	THE_PHRASE	FULL_FRAME	FIRST_SECOND	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__THE_PHRASE__NONE	the phrase here and there	the phrase here there	0	4	3	1	1	-4.260487	-4.194946	-4.150507	-4.150507	541	2073	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE__TO__ARBFIRST_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	THE_PHRASE	FULL_FRAME	ARBFIRST_SECOND	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__THE_PHRASE__NONE	the phrase here and there	the phrase marble there	0	4	3	1	1	-4.190348	-4.145666	-4.150507	-4.150507	541	2073	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE__TO__FIRST_REPEAT	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	THE_PHRASE	FULL_FRAME	FIRST_REPEAT	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__THE_PHRASE__NONE	the phrase here and there	the phrase here here	0	4	3	1	1	-4.256971	-4.191429	-4.150507	-4.150507	541	2073	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE__TO__REVERSED	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	THE_PHRASE	FULL_FRAME	REVERSED	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL__HERE_THERE__REVERSED__THE_PHRASE__NONE	the phrase here and there	the phrase there and here	1	4	4	1	1	-1.210871	-1.200839	-1.210871	-1.210871	541	2073	1	0	1		
CORE_FACTORIAL__HERE_THERE__CC__THEY_SAID__NONE__TO__CA	WITHIN_CARRIER	CORE_FACTORIAL	HERE_THERE	THEY_SAID	CC	CA	CORE_FACTORIAL__HERE_THERE__CC__THEY_SAID__NONE	CORE_FACTORIAL__HERE_THERE__CA__THEY_SAID__NONE	they said here and there	they said here and forest	1	4	4	1	1	-4.370293	-4.370292	-4.24181	-4.132836	541	1888	1	0	1		
CORE_FACTORIAL__HERE_THERE__CC__THEY_SAID__NONE__TO__AC	WITHIN_CARRIER	CORE_FACTORIAL	HERE_THERE	THEY_SAID	CC	AC	CORE_FACTORIAL__HERE_THERE__CC__THEY_SAID__NONE	CORE_FACTORIAL__HERE_THERE__AC__THEY_SAID__NONE	they said here and there	they said marble and there	1	4	4	1	1	-4.289373	-4.298218	-4.24181	-3.897709	541	1888	1	0	1		
CORE_FACTORIAL__HERE_THERE__CC__THEY_SAID__NONE__TO__AA	WITHIN_CARRIER	CORE_FACTORIAL	HERE_THERE	THEY_SAID	CC	AA	CORE_FACTORIAL__HERE_THERE__CC__THEY_SAID__NONE	CORE_FACTORIAL__HERE_THERE__AA__THEY_SAID__NONE	they said here and there	they said marble and forest	1	4	4	1	1	-3.599998	-3.608843	-3.599998	-3.255897	541	1888	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THEY_SAID__NONE__TO__SECOND_ONLY	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	THEY_SAID	FULL_FRAME	SECOND_ONLY	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__THEY_SAID__NONE	they said here and there	they said there	0	4	2	1	1	-4.289706	-4.267168	-4.24181	-3.67411	541	2256	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THEY_SAID__NONE__TO__CONNECTOR_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	THEY_SAID	FULL_FRAME	CONNECTOR_SECOND	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__THEY_SAID__NONE	they said here and there	they said and there	0	4	3	1	1	-4.405298	-4.395807	-4.24181	-3.905564	541	1953	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THEY_SAID__NONE__TO__FIRST_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	THEY_SAID	FULL_FRAME	FIRST_SECOND	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__THEY_SAID__NONE	they said here and there	they said here there	0	4	3	1	1	-4.41159	-4.269547	-4.24181	-3.67411	541	2256	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THEY_SAID__NONE__TO__ARBFIRST_SECOND	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	THEY_SAID	FULL_FRAME	ARBFIRST_SECOND	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__THEY_SAID__NONE	they said here and there	they said marble there	0	4	3	1	1	-4.260193	-4.181961	-4.24181	-3.897709	541	1888	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THEY_SAID__NONE__TO__FIRST_REPEAT	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	THEY_SAID	FULL_FRAME	FIRST_REPEAT	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__THEY_SAID__NONE	they said here and there	they said here here	0	4	3	1	1	-4.411688	-4.269645	-4.24181	-3.67411	541	2256	1	0	1		
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THEY_SAID__NONE__TO__REVERSED	WITHIN_CARRIER	ENDPOINT_CONTROL	HERE_THERE	THEY_SAID	FULL_FRAME	REVERSED	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL__HERE_THERE__REVERSED__THEY_SAID__NONE	they said here and there	they said there and here	1	4	4	1	1	-1.528048	-1.512387	-1.528048	-1.317687	541	2659	1	0	1		
CORE_FACTORIAL__RIGHT_LEFT__CC__BARE__NONE__TO__CA	WITHIN_CARRIER	CORE_FACTORIAL	RIGHT_LEFT	BARE	CC	CA	CORE_FACTORIAL__RIGHT_LEFT__CC__BARE__NONE	CORE_FACTORIAL__RIGHT_LEFT__CA__BARE__NONE	right and left	right and violin	1	2	2	1	1	-3.348423	-3.348422	-3.348423	-2.933817	541	1888	1	0	1		
